Pair ID,FRUS_ID,Cables_ID,FRUS Link,Cables Link,SUBJECT,OTHER,COSINE,VERIFIED MATCH,TF_IDF_SCORE,PAIR_IN_OLD_MATCHES,Notes,Initial
2392,frus1969-76v10d206,1975SAIGON04340,history-lab.org/documents/frus1969-76v10d206,history-lab.org/documents/1975SAIGON04340,Yes,,,Error/Unverifiable,,No,,LG
2393,frus1969-76v10d206,1975STATE077668,history-lab.org/documents/frus1969-76v10d206,history-lab.org/documents/1975STATE077668,Yes,,,Error/Unverifiable,,No,,LG
2394,frus1969-76v10d206,1975STATE077668_2,history-lab.org/documents/frus1969-76v10d206,history-lab.org/documents/1975STATE077668_2,Yes,,,Error/Unverifiable,,No,Duplicate of Above,LG
2395,frus1969-76v10d225,1975PHNOM06133,history-lab.org/documents/frus1969-76v10d225,history-lab.org/documents/1975PHNOM06133,Yes,,,Error/Unverifiable,,No,,LG
2396,frus1969-76v10d225,1975STATE082878,history-lab.org/documents/frus1969-76v10d225,history-lab.org/documents/1975STATE082878,Yes,,,Error/Unverifiable,,No,,LG
2397,frus1969-76v10d225,1975STATE083356,history-lab.org/documents/frus1969-76v10d225,history-lab.org/documents/1975STATE083356,Yes,,,Error/Unverifiable,,No,,LG
2398,frus1969-76v10d227,1975PEKING00684,history-lab.org/documents/frus1969-76v10d227,history-lab.org/documents/1975PEKING00684,Yes,,,Error/Unverifiable,,No,,LG
2399,frus1969-76v10d227,1975STATE082877,history-lab.org/documents/frus1969-76v10d227,history-lab.org/documents/1975STATE082877,Yes,,,Error/Unverifiable,,No,,LG
2400,frus1969-76v10d228,1975PHNOM06134,history-lab.org/documents/frus1969-76v10d228,history-lab.org/documents/1975PHNOM06134,Yes,,,Error/Unverifiable,,No,,LG
2401,frus1969-76v10d229,1975PEKING00685,history-lab.org/documents/frus1969-76v10d229,history-lab.org/documents/1975PEKING00685,Yes,,,Error/Unverifiable,,No,,LG
2402,frus1969-76v10d229,1975PEKING00687,history-lab.org/documents/frus1969-76v10d229,history-lab.org/documents/1975PEKING00687,Yes,,,Error/Unverifiable,,No,,LG
2403,frus1969-76v10d229,1975PEKING00687_2,history-lab.org/documents/frus1969-76v10d229,history-lab.org/documents/1975PEKING00687_2,Yes,,,Error/Unverifiable,,No,same as above,LG
2404,frus1969-76v10d229,1975STATE084138,history-lab.org/documents/frus1969-76v10d229,history-lab.org/documents/1975STATE084138,Yes,,,Error/Unverifiable,,No,,LG
2405,frus1969-76v10d239,1975SAIGON05271,history-lab.org/documents/frus1969-76v10d239,history-lab.org/documents/1975SAIGON05271,Yes,,,Error/Unverifiable,,No,,LG
2406,frus1969-76v10d239,1975STATE088999,history-lab.org/documents/frus1969-76v10d239,history-lab.org/documents/1975STATE088999,Yes,,,Error/Unverifiable,,No,,LG
2407,frus1969-76v10d287,1975PEKING00911,history-lab.org/documents/frus1969-76v10d287,history-lab.org/documents/1975PEKING00911,Yes,,,No Match,,No,,LG
2408,frus1969-76v10d287,1975PEKING00913,history-lab.org/documents/frus1969-76v10d287,history-lab.org/documents/1975PEKING00913,Yes,,,Error/Unverifiable,,No,,LG
2409,frus1969-76v10d287,1975PEKING00914,history-lab.org/documents/frus1969-76v10d287,history-lab.org/documents/1975PEKING00914,Yes,,,Error/Unverifiable,,No,,LG
2410,frus1969-76v10d289,1975BANGKO08690,history-lab.org/documents/frus1969-76v10d289,history-lab.org/documents/1975BANGKO08690,Yes,,,Error/Unverifiable,,No,,LG
2411,frus1969-76v10d292,1975BANGKO08690,history-lab.org/documents/frus1969-76v10d292,history-lab.org/documents/1975BANGKO08690,Yes,,,Error/Unverifiable,,No,,LG
2412,frus1969-76v10d299,1975PEKING00929,history-lab.org/documents/frus1969-76v10d299,history-lab.org/documents/1975PEKING00929,Yes,,,Error/Unverifiable,,No,,LG
2413,frus1969-76v16d134,1975STATE056179,history-lab.org/documents/frus1969-76v16d134,history-lab.org/documents/1975STATE056179,Yes,,,Error/Unverifiable,,No,,LG
2414,frus1969-76v18d54,1973PEKING01216,history-lab.org/documents/frus1969-76v18d54,history-lab.org/documents/1973PEKING01216,Yes,,,Error/Unverifiable,,No,,LG
2415,frus1969-76v18d80,1974PEKING00870,history-lab.org/documents/frus1969-76v18d80,history-lab.org/documents/1974PEKING00870,Yes,,,Error/Unverifiable,,No,,LG
2416,frus1969-76v21d327,1973LIMA03584,history-lab.org/documents/frus1969-76v21d327,history-lab.org/documents/1973LIMA03584,Yes,,,No Match,,No,,LG
2417,frus1969-76v21d363,1973PRAGUE02249,history-lab.org/documents/frus1969-76v21d363,history-lab.org/documents/1973PRAGUE02249,Yes,,,No Match,,No,,LG
2418,frus1969-76v21d363,1973SANTIA04511,history-lab.org/documents/frus1969-76v21d363,history-lab.org/documents/1973SANTIA04511,Yes,,,Error/Unverifiable,,No,,LG
2419,frus1969-76v21d364,1973PRAGUE02249,history-lab.org/documents/frus1969-76v21d364,history-lab.org/documents/1973PRAGUE02249,Yes,,,No Match,,No,,LG
2420,frus1969-76v21d364,1973SANTIA04511,history-lab.org/documents/frus1969-76v21d364,history-lab.org/documents/1973SANTIA04511,Yes,,,Error/Unverifiable,,No,,LG
2421,frus1969-76v22d107,1975PANAMA07660,history-lab.org/documents/frus1969-76v22d107,history-lab.org/documents/1975PANAMA07660,Yes,,,Error/Unverifiable,,No,,LG
2422,frus1969-76v22d125,1976BOGOTA05731,history-lab.org/documents/frus1969-76v22d125,history-lab.org/documents/1976BOGOTA05731,Yes,,,Error/Unverifiable,,No,,LG
2423,frus1969-76v22d125,1976STATE142824,history-lab.org/documents/frus1969-76v22d125,history-lab.org/documents/1976STATE142824,Yes,,,Error/Unverifiable,,No,,LG
2424,frus1969-76v22d132,1976PANAMA06535,history-lab.org/documents/frus1969-76v22d132,history-lab.org/documents/1976PANAMA06535,Yes,,,Error/Unverifiable,,No,,LG
2425,frus1969-76v22d142,1976STATE275270,history-lab.org/documents/frus1969-76v22d142,history-lab.org/documents/1976STATE275270,Yes,,,Error/Unverifiable,,No,,LG
2426,frus1969-76v22d17,1973PANAMA04368,history-lab.org/documents/frus1969-76v22d17,history-lab.org/documents/1973PANAMA04368,Yes,,,Error/Unverifiable,,No,,LG
2427,frus1969-76v22d17,1973PANAMA04370,history-lab.org/documents/frus1969-76v22d17,history-lab.org/documents/1973PANAMA04370,Yes,,,Error/Unverifiable,,No,,LG
2428,frus1969-76v22d24,1973PANAMA06129,history-lab.org/documents/frus1969-76v22d24,history-lab.org/documents/1973PANAMA06129,Yes,,,No Match,,No,,LG
2429,frus1969-76v22d51,1974BRASIL06035,history-lab.org/documents/frus1969-76v22d51,history-lab.org/documents/1974BRASIL06035,Yes,,,No Match,,No,,LG
2430,frus1969-76v22d51,1974PANAMA04628,history-lab.org/documents/frus1969-76v22d51,history-lab.org/documents/1974PANAMA04628,Yes,,,No Match,,No,,LG
2431,frus1969-76v25d128,1973AMMAN05368,history-lab.org/documents/frus1969-76v25d128,history-lab.org/documents/1973AMMAN05368,Yes,,,Error/Unverifiable,,No,,LG
2432,frus1969-76v25d133,1973STATE200306,history-lab.org/documents/frus1969-76v25d133,history-lab.org/documents/1973STATE200306,Yes,,,No Match,,No,,LG
2433,frus1969-76v25d136,1973AMMAN05380,history-lab.org/documents/frus1969-76v25d136,history-lab.org/documents/1973AMMAN05380,Yes,,,Error/Unverifiable,,No,,LG
2434,frus1969-76v25d147,1973AMMAN05404,history-lab.org/documents/frus1969-76v25d147,history-lab.org/documents/1973AMMAN05404,Yes,,,Error/Unverifiable,,No,,LG
2435,frus1969-76v25d147,1973TELAV07938,history-lab.org/documents/frus1969-76v25d147,history-lab.org/documents/1973TELAV07938,Yes,,,Error/Unverifiable,,No,,LG
2436,frus1969-76v25d150,1973AMMAN05414,history-lab.org/documents/frus1969-76v25d150,history-lab.org/documents/1973AMMAN05414,Yes,,,Error/Unverifiable,,No,,LG
2437,frus1969-76v25d150,1973TELAV07938,history-lab.org/documents/frus1969-76v25d150,history-lab.org/documents/1973TELAV07938,Yes,,,Error/Unverifiable,,No,,LG
2438,frus1969-76v25d152,1973AMMAN05419,history-lab.org/documents/frus1969-76v25d152,history-lab.org/documents/1973AMMAN05419,Yes,,,Error/Unverifiable,,No,,LG
2439,frus1969-76v25d155,1973AMMAN05434,history-lab.org/documents/frus1969-76v25d155,history-lab.org/documents/1973AMMAN05434,Yes,,,Error/Unverifiable,,No,,LG
2440,frus1969-76v25d155,1973AMMAN05445,history-lab.org/documents/frus1969-76v25d155,history-lab.org/documents/1973AMMAN05445,Yes,,,Error/Unverifiable,,No,,LG
2441,frus1969-76v25d163,1973AMMAN05457,history-lab.org/documents/frus1969-76v25d163,history-lab.org/documents/1973AMMAN05457,Yes,,,Error/Unverifiable,,No,,LG
2442,frus1969-76v25d171,1973AMMAN05476,history-lab.org/documents/frus1969-76v25d171,history-lab.org/documents/1973AMMAN05476,Yes,,,Error/Unverifiable,,No,,LG
2443,frus1969-76v25d179,1973AMMAN05471,history-lab.org/documents/frus1969-76v25d179,history-lab.org/documents/1973AMMAN05471,Yes,,,Error/Unverifiable,,No,,LG
2444,frus1969-76v25d179,1973AMMAN05481,history-lab.org/documents/frus1969-76v25d179,history-lab.org/documents/1973AMMAN05481,Yes,,,Error/Unverifiable,,No,,LG
2445,frus1969-76v25d179,1973AMMAN05486,history-lab.org/documents/frus1969-76v25d179,history-lab.org/documents/1973AMMAN05486,Yes,,,Error/Unverifiable,,No,,LG
2446,frus1969-76v25d188,1973ALGIER02230,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973ALGIER02230,Yes,,,Error/Unverifiable,,No,,LG
2447,frus1969-76v25d188,1973KHARTO02288,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973KHARTO02288,Yes,,,No Match,,No,,LG
2448,frus1969-76v25d188,1973KUWAIT03766,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973KUWAIT03766,Yes,,,No Match,,No,,LG
2449,frus1969-76v25d188,1973MOSCOW12769,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973MOSCOW12769,Yes,,,No Match,,No,,LG
2450,frus1969-76v25d188,1973NICOSI02127,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973NICOSI02127,Yes,,,No Match,,No,,LG
2451,frus1969-76v25d188,1973NOUAKC00975,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973NOUAKC00975,Yes,,,No Match,,No,,LG
2452,frus1969-76v25d188,1973PARIS26853,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973PARIS26853,Yes,,,No Match,,No,,LG
2453,frus1969-76v25d188,1973RABAT04671,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973RABAT04671,Yes,,,No Match,,No,,LG
2454,frus1969-76v25d188,1973RABAT04680,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973RABAT04680,Yes,,,No Match,,No,,LG
2455,frus1969-76v25d188,1973RABAT04681,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973RABAT04681,Yes,,,No Match,,No,,LG
2456,frus1969-76v25d188,1973STATE203685,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973STATE203685,Yes,,,No Match,,No,,LG
2457,frus1969-76v25d188,1973STATE203695,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973STATE203695,Yes,,,No Match,,No,,LG
2458,frus1969-76v25d188,1973STATE203885,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973STATE203885,Yes,,,Error/Unverifiable,,No,,LG
2459,frus1969-76v25d188,1973STATE203889,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973STATE203889,Yes,,,No Match,,No,,LG
2460,frus1969-76v25d188,1973STATE204021,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973STATE204021,Yes,,,No Match,,No,,LG
2461,frus1969-76v25d188,1973TEHRAN07283,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973TEHRAN07283,Yes,,,No Match,,No,,LG
2462,frus1969-76v25d188,1973TUNIS05942,history-lab.org/documents/frus1969-76v25d188,history-lab.org/documents/1973TUNIS05942,Yes,,,No Match,,No,,LG
2463,frus1969-76v25d233,1973AMMAN05638,history-lab.org/documents/frus1969-76v25d233,history-lab.org/documents/1973AMMAN05638,Yes,,,Error/Unverifiable,,No,,LG
2464,frus1969-76v25d235,1973AMMAN05638,history-lab.org/documents/frus1969-76v25d235,history-lab.org/documents/1973AMMAN05638,Yes,,,Error/Unverifiable,,No,,LG
2465,frus1969-76v25d237,1973AMMAN05638,history-lab.org/documents/frus1969-76v25d237,history-lab.org/documents/1973AMMAN05638,Yes,,,Error/Unverifiable,,No,,LG
2466,frus1969-76v25d238,1973STATE208875,history-lab.org/documents/frus1969-76v25d238,history-lab.org/documents/1973STATE208875,Yes,,,Error/Unverifiable,,No,,LG
2467,frus1969-76v25d238,1973TELAV08495,history-lab.org/documents/frus1969-76v25d238,history-lab.org/documents/1973TELAV08495,Yes,,,No Match,,No,,LG
2468,frus1969-76v25d239,1973AMMAN05659,history-lab.org/documents/frus1969-76v25d239,history-lab.org/documents/1973AMMAN05659,Yes,,,Error/Unverifiable,,No,,LG
2469,frus1969-76v25d239,1973STATE208919,history-lab.org/documents/frus1969-76v25d239,history-lab.org/documents/1973STATE208919,Yes,,,No Match,,No,,LG
2470,frus1969-76v25d323,1973TELAV08997,history-lab.org/documents/frus1969-76v25d323,history-lab.org/documents/1973TELAV08997,Yes,,,Error/Unverifiable,,No,,LG
2471,frus1969-76v25d326,1973TELAV09045,history-lab.org/documents/frus1969-76v25d326,history-lab.org/documents/1973TELAV09045,Yes,,,Error/Unverifiable,,No,,LG
2472,frus1969-76v25d327,1973TELAV09056,history-lab.org/documents/frus1969-76v25d327,history-lab.org/documents/1973TELAV09056,Yes,,,Error/Unverifiable,,No,,LG
2473,frus1969-76v25d341,1973ALGIER02372,history-lab.org/documents/frus1969-76v25d341,history-lab.org/documents/1973ALGIER02372,Yes,,,Error/Unverifiable,,No,,LG
2474,frus1969-76v25d341,1973PEKING01415,history-lab.org/documents/frus1969-76v25d341,history-lab.org/documents/1973PEKING01415,Yes,,,No Match,,No,,LG
2475,frus1969-76v25d341,1973PEKING01416,history-lab.org/documents/frus1969-76v25d341,history-lab.org/documents/1973PEKING01416,Yes,,,Error/Unverifiable,,No,,LG
2476,frus1969-76v25d341,1973PEKING01417,history-lab.org/documents/frus1969-76v25d341,history-lab.org/documents/1973PEKING01417,Yes,,,Error/Unverifiable,,No,,LG
2477,frus1969-76v25d341,1973PEKING01428,history-lab.org/documents/frus1969-76v25d341,history-lab.org/documents/1973PEKING01428,Yes,,,Error/Unverifiable,,No,,LG
2478,frus1969-76v25d341,1973PEKING01436,history-lab.org/documents/frus1969-76v25d341,history-lab.org/documents/1973PEKING01436,Yes,,,Error/Unverifiable,,No,,LG
2479,frus1969-76v25d343,1973TELAV09251,history-lab.org/documents/frus1969-76v25d343,history-lab.org/documents/1973TELAV09251,Yes,,,Error/Unverifiable,,No,,LG
2480,frus1969-76v25d343,1973TOKYO14891,history-lab.org/documents/frus1969-76v25d343,history-lab.org/documents/1973TOKYO14891,Yes,,,Error/Unverifiable,,No,,LG
2481,frus1969-76v25d347,1973STATE227671,history-lab.org/documents/frus1969-76v25d347,history-lab.org/documents/1973STATE227671,Yes,,,Error/Unverifiable,,No,,LG
2482,frus1969-76v25d348,1973AMMAN06152,history-lab.org/documents/frus1969-76v25d348,history-lab.org/documents/1973AMMAN06152,Yes,,,Error/Unverifiable,,No,,LG
2483,frus1969-76v25d356,1973STATE231328,history-lab.org/documents/frus1969-76v25d356,history-lab.org/documents/1973STATE231328,Yes,,,Error/Unverifiable,,No,,LG
2484,frus1969-76v25d356,1973STATE231329,history-lab.org/documents/frus1969-76v25d356,history-lab.org/documents/1973STATE231329,Yes,,,Error/Unverifiable,,No,,LG
2485,frus1969-76v25d361,1973AMMAN06308,history-lab.org/documents/frus1969-76v25d361,history-lab.org/documents/1973AMMAN06308,Yes,,,Error/Unverifiable,,No,,LG
2486,frus1969-76v25d361,1973CAIRO03656,history-lab.org/documents/frus1969-76v25d361,history-lab.org/documents/1973CAIRO03656,Yes,,,Error/Unverifiable,,No,,LG
2487,frus1969-76v25d361,1973CAIRO03661,history-lab.org/documents/frus1969-76v25d361,history-lab.org/documents/1973CAIRO03661,Yes,,,Error/Unverifiable,,No,,LG
2488,frus1969-76v25d361,1973TELAV09543,history-lab.org/documents/frus1969-76v25d361,history-lab.org/documents/1973TELAV09543,Yes,,,Error/Unverifiable,,No,,LG
2489,frus1969-76v25d361,1973TELAV09548,history-lab.org/documents/frus1969-76v25d361,history-lab.org/documents/1973TELAV09548,Yes,,,Error/Unverifiable,,No,,LG
2490,frus1969-76v25d367,1973STATE236005,history-lab.org/documents/frus1969-76v25d367,history-lab.org/documents/1973STATE236005,Yes,,,Error/Unverifiable,,No,,LG
2491,frus1969-76v25d367,1973USUNN36005,history-lab.org/documents/frus1969-76v25d367,history-lab.org/documents/1973USUNN36005,Yes,,,Error/Unverifiable,,No,,LG
2492,frus1969-76v25d368,1973STATE236152,history-lab.org/documents/frus1969-76v25d368,history-lab.org/documents/1973STATE236152,Yes,,,Error/Unverifiable,,No,,LG
2493,frus1969-76v25d368,1973TELAV09700,history-lab.org/documents/frus1969-76v25d368,history-lab.org/documents/1973TELAV09700,Yes,,,Error/Unverifiable,,No,,LG
2494,frus1969-76v25d369,1973CAIRO03726,history-lab.org/documents/frus1969-76v25d369,history-lab.org/documents/1973CAIRO03726,Yes,,,Error/Unverifiable,,No,,LG
2495,frus1969-76v25d370,1973AMMAN06361,history-lab.org/documents/frus1969-76v25d370,history-lab.org/documents/1973AMMAN06361,Yes,,,Error/Unverifiable,,No,,LG
2496,frus1969-76v25d370,1973ROME13342,history-lab.org/documents/frus1969-76v25d370,history-lab.org/documents/1973ROME13342,Yes,,,No Match,,No,,LG
2497,frus1969-76v25d374,1973AMMAN06467,history-lab.org/documents/frus1969-76v25d374,history-lab.org/documents/1973AMMAN06467,Yes,,,Error/Unverifiable,,No,,LG
2498,frus1969-76v25d380,1973CAIRO03866,history-lab.org/documents/frus1969-76v25d380,history-lab.org/documents/1973CAIRO03866,Yes,,,Error/Unverifiable,,No,,LG
2499,frus1969-76v25d380,1973CAIRO03870,history-lab.org/documents/frus1969-76v25d380,history-lab.org/documents/1973CAIRO03870,Yes,,,Error/Unverifiable,,No,,LG
2500,frus1969-76v25d380,1973STATE240937,history-lab.org/documents/frus1969-76v25d380,history-lab.org/documents/1973STATE240937,Yes,,,Error/Unverifiable,,No,,LG
2501,frus1969-76v25d380,1973USNATO06023,history-lab.org/documents/frus1969-76v25d380,history-lab.org/documents/1973USNATO06023,Yes,,,Error/Unverifiable,,No,,LG
2502,frus1969-76v25d381,1973STATE241133,history-lab.org/documents/frus1969-76v25d381,history-lab.org/documents/1973STATE241133,Yes,,,No Match,,No,,LG
2503,frus1969-76v25d382,1973CAIRO03874,history-lab.org/documents/frus1969-76v25d382,history-lab.org/documents/1973CAIRO03874,Yes,,,Error/Unverifiable,,No,,LG
2504,frus1969-76v25d382,1973CAIRO03876,history-lab.org/documents/frus1969-76v25d382,history-lab.org/documents/1973CAIRO03876,Yes,,,Error/Unverifiable,,No,,LG
2505,frus1969-76v25d382,1973CAIRO03880,history-lab.org/documents/frus1969-76v25d382,history-lab.org/documents/1973CAIRO03880,Yes,,,Error/Unverifiable,,No,,LG
2506,frus1969-76v25d382,1973STATE241111,history-lab.org/documents/frus1969-76v25d382,history-lab.org/documents/1973STATE241111,Yes,,,Error/Unverifiable,,No,,LG
2507,frus1969-76v25d382,1973STATE241621,history-lab.org/documents/frus1969-76v25d382,history-lab.org/documents/1973STATE241621,Yes,,,Error/Unverifiable,,No,,LG
2508,frus1969-76v25d382,1973USNATO06047,history-lab.org/documents/frus1969-76v25d382,history-lab.org/documents/1973USNATO06047,Yes,,,Error/Unverifiable,,No,,LG
2509,frus1969-76v25d382,1973USNATO06048,history-lab.org/documents/frus1969-76v25d382,history-lab.org/documents/1973USNATO06048,Yes,,,Error/Unverifiable,,No,,LG
2510,frus1969-76v25d382,1973USNATO06050,history-lab.org/documents/frus1969-76v25d382,history-lab.org/documents/1973USNATO06050,Yes,,,Error/Unverifiable,,No,,LG
2511,frus1969-76v25d385,1973CAIRO03933,history-lab.org/documents/frus1969-76v25d385,history-lab.org/documents/1973CAIRO03933,Yes,,,Error/Unverifiable,,No,,LG
2512,frus1969-76v25d395,1973CAIRO04041,history-lab.org/documents/frus1969-76v25d395,history-lab.org/documents/1973CAIRO04041,Yes,,,Error/Unverifiable,,No,,LG
2513,frus1969-76v25d395,1973PARIS32069,history-lab.org/documents/frus1969-76v25d395,history-lab.org/documents/1973PARIS32069,Yes,,,Error/Unverifiable,,No,,LG
